"ID","lat","long","start.date","end.date","data.band","min.band","max.band","mean.band","sd.band","band.yield","no.fill.data","poor.quality.data"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","Inf","-Inf",NA,NA,NA,"95% (19/20)","5% (1/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","Inf","-Inf",NA,NA,NA,"85% (17/20)","15% (3/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","Inf","-Inf",NA,NA,NA,"85% (17/20)","15% (3/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.1392","0.1392","0.1392",NA,NA,"80% (16/20)","15% (3/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4562","0.4562","0.4562",NA,NA,"65% (13/20)","30% (6/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5149","0.5149","0.5149",NA,NA,"65% (13/20)","30% (6/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5149","0.5149","0.5149",NA,NA,"55% (11/20)","40% (8/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.3662","0.5681","0.46715","0.142764859121564",NA,"50% (10/20)","40% (8/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5249","0.5513","0.5381","0.0186676190233248",NA,"40% (8/20)","50% (10/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","Inf","-Inf",NA,NA,NA,"90% (18/20)","10% (2/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","Inf","-Inf",NA,NA,NA,"85% (17/20)","15% (3/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0412","0.0412","0.0412",NA,NA,"80% (16/20)","15% (3/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.2255","0.2255","0.2255",NA,NA,"70% (14/20)","25% (5/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.212","0.212","0.212",NA,NA,"65% (13/20)","30% (6/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.1121","0.1121","0.1121",NA,NA,"65% (13/20)","30% (6/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0972","0.0972","0.0972",NA,NA,"60% (12/20)","35% (7/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0613","0.5681","0.3147","0.358361716705342",NA,"55% (11/20)","35% (7/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0586","0.6323","0.4303","0.322306515602772",NA,"30% (6/20)","55% (11/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","Inf","-Inf",NA,NA,NA,"80% (16/20)","20% (4/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","Inf","-Inf",NA,NA,NA,"85% (17/20)","15% (3/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.2903","0.2903","0.2903",NA,NA,"80% (16/20)","15% (3/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","-0.0252","0.2294","0.1021","0.180029386490095",NA,"65% (13/20)","25% (5/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.1015","0.1015","0.1015",NA,NA,"65% (13/20)","30% (6/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0069","0.0069","0.0069",NA,NA,"55% (11/20)","40% (8/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0318","0.0318","0.0318",NA,NA,"55% (11/20)","40% (8/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","-0.0839","0.078","-0.00295","0.114480587874102",NA,"50% (10/20)","40% (8/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.1036","0.537","0.298433333333333","0.219984870691903",NA,"30% (6/20)","55% (11/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","-0.0376","-0.0376","-0.0376",NA,NA,"60% (12/20)","35% (7/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.1076","0.1076","0.1076",NA,NA,"60% (12/20)","35% (7/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0273","0.0273","0.0273",NA,NA,"60% (12/20)","35% (7/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","-0.1806","0.0273","-0.07665","0.147007499808683",NA,"45% (9/20)","45% (9/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0088","0.0088","0.0088",NA,NA,"45% (9/20)","50% (10/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0035","0.1916","0.09755","0.13300678554119",NA,"45% (9/20)","45% (9/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0352","0.4218","0.1763","0.21339964854704",NA,"45% (9/20)","40% (8/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.3003","0.7518","0.52605","0.319258711705726",NA,"40% (8/20)","50% (10/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.647","0.766","0.7255","0.067994485070482",NA,"30% (6/20)","55% (11/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4696","0.66","0.5648","0.134633131137919",NA,"45% (9/20)","45% (9/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.2895","0.5698","0.42965","0.198202030766589",NA,"40% (8/20)","50% (10/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4945","0.6578","0.57615","0.115470537367763",NA,"40% (8/20)","50% (10/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","-0.1806","0.6907","0.383466666666667","0.489145625896147",NA,"30% (6/20)","55% (11/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6125","0.8088","0.737766666666667","0.108808838489037",NA,"30% (6/20)","55% (11/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.2331","0.8819","0.6194","0.341658001516136",NA,"20% (4/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5544","0.812","0.723166666666667","0.146223949246809",NA,"20% (4/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.7614","0.8338","0.7923","0.0373458163654243",NA,"10% (2/20)","75% (15/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6887","0.7614","0.731033333333333","0.0377984567586209",NA,"10% (2/20)","75% (15/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4151","0.8065","0.638433333333333","0.20146784689705",NA,"25% (5/20)","60% (12/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4784","0.7473","0.64575","0.116691116485646",NA,"25% (5/20)","55% (11/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5176","0.758","0.669275","0.105967019240265",NA,"25% (5/20)","55% (11/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5394","0.8188","0.690125","0.125065086388382",NA,"30% (6/20)","50% (10/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5394","0.8825","0.76115","0.152411515312984",NA,"20% (4/20)","60% (12/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.7432","0.8825","0.83255","0.0635716131618508",NA,"20% (4/20)","60% (12/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.7796","0.8736","0.829675","0.045512150392322",NA,"15% (3/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.7465","0.8407","0.78176","0.0383618690889795",NA,"5% (1/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5842","0.7572","0.68876","0.0675045405880226",NA,"0% (0/20)","75% (15/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5156","0.8226","0.669225","0.136410370451321",NA,"10% (2/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4382","0.6894","0.59145","0.107838289427581",NA,"10% (2/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4671","0.7686","0.649525","0.134814103490696",NA,"5% (1/20)","75% (15/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5323","0.8193","0.73902","0.11906887502618",NA,"5% (1/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.8212","0.8842","0.85334","0.0273312641493218",NA,"5% (1/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.7801","0.8496","0.81235","0.0279369826574024",NA,"10% (2/20)","60% (12/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.7007","0.7831","0.756316666666667","0.0332892425066517",NA,"5% (1/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5779","0.7304","0.657733333333333","0.0633669209183046",NA,"5% (1/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4763","0.6812","0.60566","0.0807447397667489",NA,"0% (0/20)","75% (15/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5052","0.8206","0.70796","0.125208098779592",NA,"5% (1/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5182","0.7986","0.65095","0.118539683931866",NA,"5% (1/20)","75% (15/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5182","0.8468","0.72266","0.12524367449097",NA,"5% (1/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5323","0.8468","0.75686","0.131008827946822",NA,"5% (1/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.7069","0.7973","0.76032","0.0392118221968834",NA,"5% (1/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6328","0.7713","0.725285714285714","0.048816132189111",NA,"5% (1/20)","60% (12/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6348","0.7892","0.744142857142857","0.0530857123635245",NA,"5% (1/20)","60% (12/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6376","0.754","0.706516666666667","0.0396502921384782",NA,"5% (1/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.3252","0.6645","0.540683333333333","0.124255823471846",NA,"0% (0/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5347","0.8402","0.722471428571429","0.111049969447478",NA,"0% (0/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4794","0.7986","0.702857142857143","0.1264071577238",NA,"0% (0/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4813","0.8383","0.68655","0.132187194106367",NA,"0% (0/20)","60% (12/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5281","0.8433","0.722475","0.11772591352071",NA,"0% (0/20)","60% (12/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5344","0.7849","0.700942857142857","0.0875292114504801",NA,"0% (0/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6655","0.8159","0.745442857142857","0.0461988043547615",NA,"0% (0/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5384","0.8172","0.691057142857143","0.108459053059098",NA,"0% (0/20)","65% (13/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6376","0.732","0.67925","0.0366852967822259",NA,"0% (0/20)","70% (14/20)"
"Lat10.15939Lon-75.66525Start2013-01-01End2013-12-31","10.15938889","-75.66525","2013-01-01","2013-12-19","250m_16_days_NDVI","0.0522","0.4907","0.32932","0.165968361442776",NA,"0% (0/20)","75% (15/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.594","0.7318","0.67191","0.0462313133420773",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6174","0.7573","0.66132","0.0496008691680118",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5428","0.7313","0.63964","0.0703999715909034",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5286","0.7744","0.65328","0.0852417451200473",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5622","0.7755","0.68307","0.0784521658931947",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5622","0.8179","0.70839","0.0818967568208765",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.59","0.8233","0.71166","0.0718044907292635",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6376","0.8448","0.73371","0.0723186075640288",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5179","0.8697","0.732945454545455","0.115611213674421",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.633","0.7673","0.70844","0.0476649929776094",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4721","0.7717","0.65945","0.0920394390103141",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.564","0.7629","0.6559","0.0705494294803296",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6103","0.7797","0.668763636363636","0.0593528478293548",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5398","0.7843","0.670409090909091","0.0799646978928259",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5298","0.7836","0.643163636363636","0.0830677707986349",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5422","0.7825","0.65079","0.0775192370390158",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5287","0.7825","0.66973","0.0762807540893799",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5081","0.8352","0.670890909090909","0.101373511871154",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6004","0.8153","0.724088888888889","0.064676820508673",NA,"0% (0/20)","55% (11/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4721","0.7298","0.64115","0.0738941171918006",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.3791","0.7242","0.60935","0.103911172001218",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5142","0.7602","0.653516666666667","0.0725790332024756",NA,"0% (0/20)","40% (8/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5677","0.8196","0.658090909090909","0.07373613028286",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5012","0.8148","0.598145454545455","0.0947305163464906",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5012","0.7806","0.614627272727273","0.0822944723649054",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4043","0.783","0.59355","0.108056142814742",NA,"0% (0/20)","40% (8/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4798","0.805","0.632766666666667","0.0944280614429778",NA,"0% (0/20)","40% (8/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6336","0.8267","0.746988888888889","0.0706090901450451",NA,"0% (0/20)","55% (11/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5183","0.8267","0.70075","0.101244623999938",NA,"0% (0/20)","50% (10/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4838","0.7981","0.707836363636364","0.0866138011257706",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5898","0.8449","0.739633333333333","0.0708398492546691",NA,"0% (0/20)","40% (8/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6022","0.8544","0.715866666666667","0.0798453884742636",NA,"0% (0/20)","40% (8/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.5183","0.8388","0.637983333333333","0.098216040472321",NA,"0% (0/20)","40% (8/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.4111","0.7769","0.57325","0.0958839118176483",NA,"0% (0/20)","40% (8/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.3659","0.764","0.572815384615385","0.114643322571602",NA,"0% (0/20)","35% (7/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.3927","0.8203","0.602492307692308","0.101967547627815",NA,"0% (0/20)","35% (7/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6715","0.8577","0.762866666666667","0.0679613493097364",NA,"0% (0/20)","55% (11/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6912","0.8523","0.778288888888889","0.0576642533213698",NA,"0% (0/20)","55% (11/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.7299","0.8576","0.798136363636364","0.0497076306562136",NA,"0% (0/20)","45% (9/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.7197","0.8592","0.800991666666667","0.0521865614595338",NA,"0% (0/20)","40% (8/20)"
"Lat10.69519Lon-75.24675Start2013-01-01End2013-12-31","10.69519444","-75.24675","2013-01-01","2013-12-19","250m_16_days_NDVI","0.6331","0.8544","0.753033333333333","0.0702136911452633",NA,"0% (0/20)","40% (8/20)"
